"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Dec 12","2019","RAV4 Adventure","Hesitates And Lurches At Slower Speeds","500 miles","My son just bought this 2019 RAV 4 (in Adventure trim) last Thanksgiving and suddenly it is hesitating to accelerate every time it shifts to the next gear. Where do I go from here? Because it is not safe when you need to accelerate to escape a bad situation."
"May 28","2019","RAV4 Limited 2.5L I4","Hesitates And Lurches At Slower Speeds","1,230 miles","When coming to stop sign or stopping the car in a stop and go traffic, the car jerks forward very harsh. I have to leave the acceleration pedal and apply it slow so my car doesn't move forward very fast. It is easily reproducible problem. Happens in normal mode very often. I guess the transmission doesn't know when to switch gears. Pathetic on Toyota's behalf of not testing the car thoroughly before selling it."
"Jan 07","2019","RAV4","Hesitates And Lurches At Slower Speeds","100 miles","My 2019 Rav4 Xle awd has a problem when coming to a stop. There is a hard down shift from 2-1, and the problem is always present when the car is cold. Another problem I'm having when stopping but not fully and pressing gas, there is a hesitation and a jerk from transmission. I called Toyota Corp and told them about problem, and case manager Joan Collins took the case. This person is useless, they don't want to help at all."
"Jun 18","2019","RAV4 LE 2.3L","Hesitates And Lurches At Slower Speeds","125 miles","Transmission has a mind of its own. When stop and go accelerating, the transmission doesn't seem to know what to do. It jerks and lurches when speeding up after slowing for traffic. Should not have this issue in what was a quality vehicle."
"Feb 25","2019","RAV4 XLE 2.5L I4","Hesitates And Lurches At Slower Speeds","15 miles","Bought the 2019 RAV4 XLE in Feb 2019. Though it was a first year redesign, I had ridden in, driven, then owned a Toyota since 1969 and never had issues. Based on that, I bought it. I first experienced it that Monday going to and from work. At 5-10 mph when I gave it the gas, the engine revved really high, then the transmission jerked and shifted upwards. Initially I thought what the hell is wrong with it? A work around was at that speed, gradually accelerate... but who wants to do that? But I did it and when I took the vehicle in for the 5k, I mentioned it and the dealership said it's the way it's designed... I took it in for the 10k end of August, told them again and they said the same thing. No one volunteered to go for a drive."
"Jun 15","2019","RAV4 XLE Premium","Hesitates And Lurches At Slower Speeds","50 miles","I'm also experiencing the ""jerk/lurch' at slow speeds."
"Dec 21","2019","RAV4 XLE Premium 2.5L 4","Hesitates And Lurches At Slower Speeds","6,173 miles","Was in the passenger seat. My wife was driving slowly through a busy parking lot when the car hesitated and took off like a shot. I asked her what the heck she was doing as I thought it was her spazzing out only to have her tell me that the car does this often but only in ""normal mode"". If in sport mode, she's okay. We had a similar issue with a new '06 Avalon which was deemed ""normal"" until I found a TSB printed it, showed it to the dealership and insisted it be fixed. This is unacceptable as I can see this car very easily rear-ending another car out on a congested road."
"Mar 02","2022","RAV4 XLE Premium 2.5L L4","Hesitates And Lurches At Slower Speeds","19,000 miles","We bought a new 2019 Toyota Rav4 and at first, we thought the lurching and hesitation at low speeds would go away due to being a ""new"" car. Not the case. Finally, I googled the problem on youtube, (Gary Pollard, the Fist Pump Guy) and I found that that although Toyota didn't recall this problem there is a case number (T-SB-0107-19). I made an appointment with Toyota Service and mentioned the problem. You will need this case number if the check engine light isn't on. My check engine light never came on. It took about an hour and a half to get the problem resolved. The tech said they performed a software update. So far it has worked!!! I'm so pleased. Our Rav4 is 3 years old with 19,000 miles and the lurching had been going on since we purchased the car."
"Apr 01","2019","RAV4 XLE","Hesitates And Lurches At Slower Speeds","4,900 miles","I leased a new 2019 Toyota Rav4 XLE in April and since that day have had issues with it having a rough drive. If you come to a complete stop and then try to either turn into oncoming traffic or turn left across an intersection, the car will HESITATE and go slow, and then if you push harder you will rocket forward. This is extremely scary and unsafe on both aspects."
"Apr 01","2019","RAV4 XLE","Hesitates And Lurches At Slower Speeds","4,900 miles","I leased a new 2019 Toyota Rav4 XLE in April and since that day have had issues with it having a rough drive. If you are stopping and then go to push the gas again, you will lurch forward. Also if you ease off the break, it will rock back and forth. I describe it like trying to drive a stick shift when you don't know how to use the clutch."
"Jul 01","2019","RAV4 LX 4 cyl","Hesitates And Lurches At Slower Speeds","10,000 miles","Can't believe Toyota would put something so worthless out on the showroom floor. How long have they been making cars for? To have a car that shifts like junk in first gear is awful. Fix the problem - nobody likes being jerked around in a brand new car."
"Oct 21","2019","RAV4 Adventure 4WD 2.5L","Hesitates And Lurches At Slower Speeds","932 miles","When the car is going at slow speeds, the jerking starts. It can cause an accident easier than normal. Toyota must find a solution."
"Aug 23","2019","RAV4 LE V4","Hesitates And Lurches At Slower Speeds","5 miles","I just bought a 2019 RAV 4 (my fifth RAV4), but am disappointed in many things which I share with large numbers of other owners on RAV 4 online. The lurching at slow speeds is particularly annoying. But Toyota sent out a ""Technical Service Bulletin"" on 8/15/19 which addresses the issue. It is called ""Hesitation On Acceleration From A Slow Roll Or Rolling Stop"". The number is T-SB-0107-19. You can find it on Google and then use that when you speak to a service rep and get it fixed."
"Nov 01","2019","RAV4 LE","Hesitates And Lurches At Slower Speeds","5,000 miles","At low speed, if you do not come to a complete stop and accelerate, the vehicle lunges quite significantly. Also when you come to a complete stop, you hear a clunk and it's not the engine disengaging. It just clunks at a complete stop but most annoying part is it lunging."
"Aug 28","2020","RAV4 Adventure","Hesitates And Lurches At Slower Speeds","15,885 miles","2019 Toyota RAV 4 Adventure, 15,885 miles. Started making a type of grinding noise on breaking for turning, then began making same noise on slow stopping at stop light or stop sign and accelerating from there. Took to Toyota dealer, head of service department rode with us to hear the noise. Turns out it was the magnetic clutch, Toyota has sent out a Technical Bulletin on this, so they are aware of the problem. Toyota fixed it a couple days ago, so far so good. RAV seems to drive better, no more of the hesitating on acceleration either."
"Oct 01","2019","RAV4 LE 2.2L","Hesitates And Lurches At Slower Speeds","3,728 miles","My 2019 Rav4 drives like a vehicle with a manual transmission and the driver is learning how to drive a stick shift for the first time. It jerks and lurches at slow speeds and when I approach a stop sign. I have had to adjust my driving habits to try and get it to drive as smooth as possible. The Toyota dealer could not find any problems with the vehicle."
"Sep 26","2020","RAV4","Hesitates And Lurches At Slower Speeds","10,000 miles","I bought my My Rav4 2019 brand new. It has been a decent vehicle but I have noticed small hesitations/surges at stops and occasional lane changes. Since it was newer I was told that this was normal when breaking in a new car. At about 10,000 miles I was pulling up in my driveway with my foot on the brake ready to put the car in park when suddenly the car lurched forward and jumped into gear and hit the garage(I was not pulling into the garage, just parking in the driveway) It felt like a self driving component was involved. Front end of car was seriously damaged and my airbags did not deploy. I had a passenger/witness in my car and my son was inside the garage very near to where the car hit. I bought the Toyota Service plan and have taken it in twice for servicing and was never asked anything about the surges Toyota knows are occurring."
"Feb 12","2020","RAV4 XLE 2.5L V4","Hesitates And Lurches At Slower Speeds","8,200 miles","Should have done more research before buying. I did buy it used with 8K on it so now I know why it was traded in, not what the salesman told me, buyer beware!"
"Nov 20","2019","RAV4 LE","Hesitates And Lurches At Slower Speeds","28,000 miles","Purchased my 2019 Rav4 LE in October of 2018. It had 17500 miles on the car when I purchased it used. I started feeling a weird jolting with the engine at lower speed around 19k miles. It seems like the gears do not shift properly. I did a google search to see if others had a similar problem as me and I came across additional forums with people stating they had the same issue. I took it to the local Toyota dealership to have it checked out. I told them I was having these issues and stated that other people were too, referring to the car forums. They took my car in and said they updated the software and it should be good now. It seemed to be fine for one day and then it started again with the lurching/jolting with the gears when driving. I took it to the Toyota dealership for a second time, telling them it is having the issue again and they said they would check it out. They had it for a day and then returned it back to me stating they couldnâ€™t find anything wrong.... I am still having these issues and iâ€™m furious. I purchased a Toyota because they were supposed to be reliable and safe. If I had known this was an issue with these cars I would have never bought a 2019 Rav4. There have been news articles on this issue and Toyota is still playing dumb. Itâ€™s about time they take some responsibility and make it right for their customers."
"Nov 04","2019","RAV4 LE 2.5L","Hesitates And Lurches At Slower Speeds","326 miles","Bought new 2019 Rav4 had less then a week 525Km on it transmission banged into gear car jerking forward. Toyota reset the car still jerking got Toyota Canada to admit to having transmission problems. They do not have a fix. Wish Canada had lemon laws like the US. Trying to get Toyota to take car back.do not want it first Toyota I bought and will be the last. Do not buy this car big pain in the ASS."
