"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Aug 14","2012","Stratus 2.7L","Oil Sludge Resulting In Engine Failure","89,000 miles","Worst car I've EVER owned!!! Every single month I was repairing one thing or another. In the year and a half I owned it I replaced the wheel bearing on the passenger side 3 times. 3 months after repairing the motor there was a problem in the timing chain area that could not be repaired, the only fix was to replace the motor. Getting rid of that car was the best thing I've ever done."
"Dec 22","2010","Stratus LS 2.7L","Oil Sludge Resulting In Engine Failure","99,879 miles","I would see so many dodge stratus cars everywhere and I would say to myself I have to get a car like that. Well in 2007 I did. I bought a 2003 V2.7 at about $2300. I thought wow it was a good deal considering the book value was like 5000. The car drove very well and I thought what a great buy. I used my car for work only and my job is like 10 min. away so I did not use my car that much. I bought it with 67000 miles on it and in three years I put in about 30000 since. Well like clock work as soon as I hit 100000 mark I started to hear noises and my heater stopped working. I took it to the shop and was told that the engine had coolant mixed in with oil and that it was not worth the money since it was going to need a new engine."
"Oct 13","2009","Stratus ES 2.7L V6","Oil Sludge Resulting In Engine Failure","65,000 miles","All I have to say is how do I join the law suit? I hear there's a class action in the works and would like to have the manufacturer pay to replace my engine. Other rants really don't matter. Just make the situation right."
"Jan 08","2010","Stratus RT 2.7L V6","Oil Sludge Resulting In Engine Failure","150,000 miles","when it rains, it pours. laid-off, pregnant wife, and a blown motor i can't afford to replace. i really liked that car too. this is a dirty trick, dodge. i took very good care of that car, and any other would have had a lot of life left in it."
"Nov 07","2008","Stratus SE 2.7L","Oil Sludge Resulting In Engine Failure","142,000 miles","I heard that the sludge problem was corrected for cars built after 2002. I found out the hard way that is not true. My car needs a new oil pump, but I have read enough complaints to understand that the new part is only the tip of the iceberg. I will try and sell this car as soon I get it running again. I started getting a warning oil light that went off when the car was above 1200 rpms. I checked oil for level, it was fine. I kept driving, after about two weeks, the warning light stayed on non stop after the car warmed up. On the last day, it started making noised under the hood, I have parked it, until I am able to take the timing chain and water pump off to inspect the oil pump. I am hoping to have it running again in a few weeks. Then it goes up for sale.",""
"Apr 09","2007","Stratus R/T 3.0 L V6","Oil Sludge Resulting In Engine Failure","34,000 miles","Started hearing a loud knocking noise so took the car in to the dealership. Was told that engine sludge was the case and was told that I caught the problem in the nick of time. Engine head was cleaned and oil was replaced. Soon after the noise started again and I took the car back in only to hear that due to lack of maintenance I was unable to receive a new engine under warranty, even though they just replaced my oil and cleaned the engine... Just in the nick of time they said? So I got the engine replaced by a friend at a small mechanic shop up North, same model engine with about 33,000 miles. Again the engine began to knock and was told that it too was ruined. Now I will be getting my third engine in hopes that I can get it to the dealership in time to trade it before it starts knocking too.",
"Feb 12","2007","Stratus SE 2.7","Oil Sludge Resulting In Engine Failure","99,425 miles","This is my second Dodge. My first was used(30,000 miles), so I figured the problems were related to the previous owner. Nope!!!!!! I bought a ""NEW"" 2003 Stratus 2.7L V6 in October of 2002. I have had every oil change at under 3300 miles, all documented by Jiffy-Lube, and all other services done at the Jack Caruso Regency Dodge here in Jacksonville. Cooling-system replaced @ 98848 miles = $1760. Engine headed to the shop this afternoon for estimate @ 99642 miles = (proposed estimate) $ARM & LEG.",
"Oct 30","2006","Stratus SE 2.7L V6","Oil Sludge Resulting In Engine Failure","70,810 miles","Replace 2.7L V6 with used engine, $4200.00 no warranty, use rebuilt engine with warranty add $ 6200.00, Sound like a credit card commercial. But, its the cost estimate that the dealership just gave me. Hell, this car is not worth it. It was a nice car and ran great day before yesterday, but not any more. The oil looks like sludge and the mechanic says the pan is full of brass. Says its not worth fixing, replace with a used engine."
"Mar 06","2006","Stratus 2.7L V6","Oil Sludge Resulting In Engine Failure","45,000 miles","I love my 2003 Dodge Stratus R/T from the very day I bought the car. Shortly after 30,000 miles it started blowing fuses. The dame car would not start and the Dodge dealership was no help. They said to leave it with them and they would try to figure the problem out. Yea right! They didn't. Well now the piece of  is at the Dodge place and  up because of engine sludge. They told me that there is nothing wrong with the 2.7 engine. My husband has read in magazines that the 2.7 engine causes engine sludge, so he changed the engine oil every 4,000 miles. Well it's  up now and with out any documents to prove that the engine oil was changed I'm out of luck. Yes I have extended coverage, but it's no dame good. Well the dame car will get fixed, but I do promise that the car will be traded before the month is out. My husband owns a 94 Dodge pickup and it will be traded Asap."
"Feb 13","2005","Stratus 2.7L V6","Oil Sludge Resulting In Engine Failure","49,000 miles","purchased 2003 stratus in july 2003 had approx 4400 miles I had extended warranty 7yr/70,000m. nov. 23, 2004 heard knocking noise. called dealer and told my problem was told to bring car in on friday because they were closed on thursday for thanksgiving. I asked if they wanted me to drive the car with knocking noise until friday she said yea if it breaks down we'll have it towed. next day the noise was worse I drove the car to Arrigo Dodge (just barely) I couldn't drive it into the service lane it was that bad. I was given a rental. to make a long story short after 1 week with my my car and several messages later. I was told that my extended warranty was not honored because sludge was found and that was due to lack of maintenance. produced reciepts and I was told they have to have oil tested at their lab. almost 2 weeks later and several phone calls later i was told the test came back contaminated and this was due to lack of maintanece. the car is presently at Arrigo Dodge and has been since 11/24/04. I still owe $20,000+ on the car the car will be repossessed because I cant't afford to pay for something that is not doing me any good. I am very fustrated and aggrivated I have been stressed out for the past 3 months, this has been one of the worst car buying experices I have ever encountered. I will never purchased anything from chrysler again. CHRYSLER SUCKS!!!!!!!!"
