"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Oct 01","2018","Forester 2.5L V4","High Oil Consumption","90,000 miles","This car burns oil like crazy - and you sure can smell it! I have to manually add oil every 1000 miles or so. The oil light comes on and scares the hell out of me on every road trip. The oil light consitantly comes on after 2ish hours of driving."
"Jul 01","2014","Forester Premium 2.5L","High Oil Consumption","1,500 miles","A brand new car, and I had to add a quart of oil every 1,000 miles. Traded the car in for a 2015 Forester after dealer told me this was ""normal""."
"Nov 17","2017","Forester 2.5i Premium Sport Utility 4D 4-cyl, Pzev, 2.5L","High Oil Consumption","88,000 miles","I am not really adding anything new here, other than that I have to put a quart of oil into my Forester every tank of gas."
"Dec 02","2019","Forester Limited 2.5L","High Oil Consumption","78,000 miles","Car would consume oil only when driving in interstate. Would loose a quart about every 700 miles. Oil would become black."
"Apr 01","2019","Forester","High Oil Consumption","50,000 miles","This year and Vin has a reported oil consumption issue, which causes a noise in the engine. However, my local dealership is denying there is a problem. They ran their test for oil consumption - the car  scored just a few numbers under what would have deemed it a need for a repair covered by their warranty. As it is, it's an engine noise they say will cost $5000 of my dollars (not covered) to fix. Shady all around!"
"Aug 08","2017","Forester","High Oil Consumption","80,000 miles","I kept wondering why I was having to drive around with quarts of oil in my car, so I stopped and asked one day. I found out there was a recall. The dealership had to replace the motor."
"Apr 15","2016","Forester","High Oil Consumption","26,000 miles","Please do not buy a 2014 Subaru Forester. My car was subject to the recall due to the oil consumption problem, but after having the ""test' to see if my car was, in fact, one of the affected, I was told ""no."" As the years went by, I had to have the oil checked before any extended car trip. Even with that, the oil lamp was lighting up when I was on the AC Expressway or the NJ Turnpike near New York or I95 down south. I could never be certain that I wouldn't be stranded due to the oil problem. I even had the test done twice. It was the piston which eroded all the more as the years went by. I was in touch with Subaru at all levels of the organization. I was also a loyal Subaru customer- this being my 3rd or 4th Subaru. Well, sadly for Subaru, instead of my continued praises, it is getting my warning. The 2014 Forester is a disaster where oil is concerned. If you don't want to have to put oil in every 1500 - 2000 miles, I urge you to steer clear of this car."
"Sep 03","2018","Forester 2.5 Premium 2.5L H4","High Oil Consumption","56,000 miles","Buying a newer used car should have no problems, but not with this one. I have noticed that when I change my oil it's a lot less than I pour into the engine. I did a little research and stumbled across this problem, I wasn't the only one with the engine consuming oil. I would have thought Subaru would have fixed these problems but according to them that is ""normal"". Subaru is doing nothing to fix the problem, I'm stuck with it for now but next time I will have to consider buying a Toyota."
"Jun 11","2018","Forester EX","High Oil Consumption","64,000 miles","Brought my car into Maita Subaru last week for just an OIL CHANGE & was told to bring it back in 1200 miles cause my car is running about a quart low of oil & if it is still doing it in 1200 miles than I need to have my motor replaced & was informed Subaru would pay for this. Is it true that Subaru is going to pay for my motor to be replaced if it needs it? Yet when they did the oil change the reminder sticker that they put on my windshield does not reflect to bring it in in 1,200 miles it says to bring it in in the usual mileage amount."
"Dec 13","2016","Forester","High Oil Consumption","100,000 miles","Purchased new Forester and I put a lot of highway miles on it from day one. I can't remember when the car didn't consume oil. But, getting about 28mpg hwy and seeing no puddles on the ground, I continued adding oil until it got to where I was adding 1 qt. every 1,000 to 1,200 miles. That's when I read about the recall and took it in to get an oil consumption test just before the 100k warranty expired. Miraculously, the car burned no oil according to this test! By then, I had stopped the highway driving, which they told me contributed to the problem."
